System	Subsystem	Description	RE_786_0	RE_A498	LC_A549_ATCC	RE_ACHN	OV_NCIADR_RES	BR_BT_549	RE_CAKI_1	LE_CCRF_CEM	CO_COLO205	PR_DU_145	LC_EKVX	CO_HCC_2998	CO_HCT_15	CO_HCT_116	LE_HL_60	LC_HOP_62	LC_HOP_92	BR_HS578T	CO_HT29	OV_IGROV1	LE_K_562	CO_KM12	ME_LOXIMVI	ME_M14	ME_MALME_3M	BR_MCF7	BR_MDA_MB_231	ME_MDA_MB_435	LE_MOLT_4	LC_NCI_H23	LC_NCI_H226	OV_OVCAR_3	LC_NCI_H322M	LC_NCI_H460	LC_NCI_H522	OV_OVCAR_4	OV_OVCAR_5	OV_OVCAR_8	PR_PC_3	LE_RPMI_8226	RE_RXF393	CNS_SF_268	CNS_SF_295	CNS_SF_539	ME_SK_MEL_2	ME_SK_MEL_5	ME_SK_MEL_28	OV_SK_OV_3	RE_SN12C	CNS_SNB_19	CNS_SNB_75	LE_SR	CO_SW_620	BR_T_47D	RE_TK_10	CNS_U251	ME_UACC_62	ME_UACC_257	RE_UO_31
LIPIDS METABOLISM	EICOSANOID METABOLISM	Synthesis of thromboxane from arachidonate	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
LIPIDS METABOLISM	GANGLIOSIDE METABOLISM	Synthesis of galactosyl glucosyl ceramide (link with ganglioside metabolism)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPIDS METABOLISM	GANGLIOSIDE METABOLISM	Synthesis of glucocerebroside	0.814036353	1.580957986	2.241382	0.880679417	1.255307085	1.026658057	1.306339331	2.635976515	2.657386316	1.975603441	2.146310208	2.403608083	2.41776939	2.538761297	2.306936873	1.545761257	1.570749447	1.194754995	2.484564492	2.121599944	2.211146747	2.660242373	1.079610225	1.839668275	1.39442583	2.483111144	1.149983384	2.035702602	2.62244234	1.084824078	0.767483925	1.632486658	2.166255776	1.98565568	2.206734311	0.652005884	1.913251769	1.134820746	2.16690349	2.400014543	0.665738498	1.332908707	2.049685347	1.776502342	2.325933947	1.428889141	1.913108352	1.886792245	1.022992192	1.977745101	1.581476236	0.669909183	2.60025066	1.562193406	0.809047813	2.052387205	2.043911242	1.528980534	0.326002942
LIPIDS METABOLISM	GLOBOSIDE METABOLISM	Synthesis of globoside (link with globoside metabolism)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VITAMIN & COFACTOR METABOLISM	COENZYME NAD BIOSYNTHESIS	NAD synthesis from nicotinamide	7.572897915	6.120197954	7.675758763	8.168042363	6.562218098	7.079424699	7.518812573	8.432340635	8.163138481	6.853528526	7.026749045	8.220481652	7.837510045	8.402949389	8.649408988	8.002094262	7.251839554	6.623481942	7.995420433	7.771788285	8.377512374	7.739026156	8.548441688	6.983092333	7.133271836	7.555382013	8.162012586	7.77118957	8.482440201	8.097749342	7.241026737	7.304129026	8.116282612	7.566628831	8.131694245	6.960892857	7.932148532	8.131679991	7.121264508	7.659477765	6.904825181	7.837168545	6.940590204	6.211598203	7.281833317	7.491939799	7.021875225	6.675197425	8.132823384	7.194053926	6.635795853	8.395140747	8.109259611	6.199869877	6.38198264	7.439671468	6.53336625	7.480695723	7.343340253
VITAMIN & COFACTOR METABOLISM	COENZYME FAD BIOSYNTHESIS	FAD synthesis	19.48594614	18.80049435	19.6381489	19.3141496	19.25313048	18.6837845	19.23792011	19.50642171	20.42048184	19.56799303	19.61122033	19.83575187	20.13656868	20.24167196	20.18553498	18.99439277	18.84481828	19.01291269	19.71445006	19.45077494	20.66317065	20.14156278	19.77056717	19.33024868	19.0506507	20.25927667	19.06526258	19.65578989	19.57904942	19.89327583	19.53676648	19.63084654	19.72533928	19.88113077	19.8547557	19.71865678	18.9496895	19.84697914	19.53621477	19.99899388	18.09749146	19.66331374	19.43473415	18.90432688	18.55706404	20.31380511	19.36910687	18.18353565	19.34142297	19.56847248	18.53043009	19.67955405	20.15232861	20.1796299	18.17534963	19.80450652	19.9283224	19.71131626	18.99116067
VITAMIN & COFACTOR METABOLISM	COENZYME A BIOSYNTHESIS	Synthesis of coenzyme A	2.148692302	1.980947641	2.134269857	2.122077121	2.068615652	1.966100582	2.076203408	2.159559938	2.315435347	2.105260418	2.147621885	2.264026423	2.239067677	2.266862	2.279687242	2.174469883	2.013639368	1.946484795	2.199480004	2.118853853	2.351549587	2.237144393	2.185110478	2.086742861	2.011444835	2.186102361	2.160303033	2.224378274	2.157953403	2.18807925	2.12100872	2.116274949	2.167537432	2.180726341	2.162331457	2.122702345	2.137434201	2.183982897	2.12849463	2.221156934	1.919577055	2.133794196	2.11692249	1.986318001	1.990075306	2.280558626	1.967513826	1.527667251	2.159787947	2.119339057	1.892785745	2.051069014	2.225935708	2.19615189	1.953386986	2.175553844	2.119818864	2.165484339	2.056922918
VITAMIN & COFACTOR METABOLISM	FOLATE METABOLISM	Tetrahydrofolate synthesis	14.82334487	14.57894585	14.93771999	14.83163484	14.81855963	14.67454298	14.77147714	14.83381895	15.08049896	14.85700532	14.81931226	14.92138444	15.03546448	15.06345311	15.0360733	14.65334686	14.68395551	14.79958343	14.91857918	14.86013192	15.14020961	15.04182396	14.95485722	14.77567158	14.63356767	15.05611587	14.7138834	14.89269155	14.81329256	14.97375869	14.91314718	14.91444053	14.88294098	15.00042153	14.95300367	14.93071569	14.64166911	14.96435511	14.87368053	14.95770942	14.25656324	14.95437967	14.76877152	14.51341127	14.56787901	15.08232476	14.74132485	13.78272544	14.78869226	14.90380202	14.27669109	14.95428208	15.10419932	14.49951976	14.47202684	14.97665219	14.80837904	14.84667058	14.67529197
VITAMIN & COFACTOR METABOLISM	VITAMIN B6 METABOLISM	Pyridoxal-phosphate synthesis	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
VITAMIN & COFACTOR METABOLISM	HEME METABOLISM	Heme synthesis	0.516066497	0.42027181	0.522930046	0.684105507	0.62686986	0.48293525	0.498498142	0.501024681	0.85551872	0.677357523	0.490090089	0.651358436	0.71319162	0.659678628	0.724819586	0.402177337	0.396264335	0.342821918	0.711136674	0.570243303	0.858974288	0.609185856	0.642974653	0.575183707	0.492819201	0.826408201	0.422302935	0.710115634	0.500863302	0.612668208	0.599708383	0.444229392	0.601378509	0.663229223	0.570664235	0.613904264	0.490212683	0.585279753	0.689311596	0.656807323	0.316948519	0.529277208	0.458650033	0.426785185	0.312371063	0.85221716	0.450070819	0.368997698	0.613475342	0.54084419	0.378681987	0.505019438	0.756500153	0.889210699	0.520778085	0.64640504	0.6713197	0.679541259	0.522158435
VITAMIN & COFACTOR METABOLISM	GPI ANCHOR BIOSYNTHESIS	Phosphatidyl-inositol to glucosaminyl-acylphosphatidylinositol	12.227726	11.56879838	12.24563388	11.9263787	11.46478881	12.38471769	11.91992821	12.97267207	12.71289112	11.57808458	11.8912756	12.60692965	12.94240564	12.94995253	12.95308788	12.48053517	12.16145032	11.46676344	12.36097484	12.25701403	13.1749021	12.54016438	12.85875808	12.45410826	12.379615	12.85011073	12.42345652	12.54273174	12.952765	12.38925592	11.71136485	12.51815546	12.80247817	12.72914455	12.94757888	11.84670536	12.16688611	12.42488701	11.96305756	11.98901851	11.85890166	12.56160291	12.365752	11.67783394	11.89390834	12.69480506	12.30794595	11.58780765	11.90653678	12.49100803	12.112665	12.25339259	12.84122913	12.14790617	10.73802463	12.8203365	12.04949225	12.76559721	11.79682296
GLYCAN METABOLISM	GPI ANCHOR BIOSYNTHESIS	Glucosaminyl-acylphosphatidylinositoll to deacylated-glycophosphatidylinositol (GPI)-anchored protein	2.477039284	2.389122364	2.460436999	2.395280344	2.381345887	2.53004316	2.412099781	2.633503695	2.586194364	2.389396674	2.495060645	2.533368369	2.644677269	2.619306897	2.62517063	2.49062536	2.49887139	2.264162087	2.469167676	2.476431254	2.694123825	2.548029561	2.590680112	2.582937508	2.555804058	2.639055692	2.465069126	2.529310612	2.614900107	2.498937684	2.405729932	2.569083661	2.584702049	2.575673429	2.630714224	2.493238513	2.419097085	2.504556694	2.474804976	2.482459363	2.373271285	2.513316273	2.536236931	2.393063515	2.446811059	2.63105438	2.545408124	2.332794637	2.350777621	2.545203239	2.467949598	2.415375288	2.594473725	2.58554526	2.290654689	2.600990988	2.570618185	2.603760309	2.379525161
GLYCAN METABOLISM	N-GLYCAN METABOLISM	Degradation of n2m2nmasn	1.220483844	0.806983753	1.050473405	0.955172224	1.011317145	1.314496759	1.186395625	1.3539737	0.908658801	0.92040383	0.913739781	0.896472951	1.182483696	1.589934297	1.966585732	0.706262428	1.115447661	0.273099185	1.556115007	1.557171311	2.055601765	1.619282548	1.018491326	0.843210456	0.886436676	1.06012893	1.079890967	0.754029	1.263361659	1.009285862	0.58164257	0.87214099	0.195601765	1.720416967	0.232004981	0.499299828	1.075840415	0.984756133	1.141274897	1.205529239	0.713368222	0.341927149	0.541586187	0.622129607	0.959030553	0.596037139	0.218396864	1.070436906	0.564199227	0.675576008	0.643770441	1.681913157	1.453984353	0.765496785	1.508088749	1.030062615	0.651799462	0.356696923	0.862873608
GLYCAN METABOLISM	N-GLYCAN METABOLISM	Biosynthesis of m4mpdol-U	0.521731947	0.475098258	0.528103309	0.472245022	0.448025825	0.472315164	0.455690576	0.56445487	0.552244862	0.486234039	0.462154576	0.509725812	0.566498929	0.558899674	0.553726517	0.518960807	0.445010634	0.507584423	0.528697385	0.519636468	0.574302118	0.53597754	0.544738035	0.481348659	0.443426976	0.52074366	0.553209928	0.529880021	0.555434976	0.534935628	0.428486281	0.515405692	0.535566303	0.524569442	0.549061658	0.428829054	0.527591245	0.534532746	0.46566494	0.478096223	0.464239564	0.567151725	0.524110957	0.474454248	0.449776144	0.500140615	0.516525458	0.468672419	0.520030824	0.535352623	0.471380724	0.582832968	0.536496956	0.460714196	0.400468728	0.522304858	0.471588577	0.536101146	0.470965656
GLYCAN METABOLISM	N-GLYCAN METABOLISM	Biosynthesis of g3m8masn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCAN METABOLISM	N-GLYCAN METABOLISM	Degradation of s2l2fn2m2masn	1.01706987	0.672486461	0.875394504	0.795976853	0.842764287	1.095413966	0.988663021	1.128311417	0.757215667	0.767003192	0.761449817	0.747060792	0.98540308	1.324945248	1.638821443	0.588552024	0.929539717	0.227582654	1.296762505	1.297642759	1.713001471	1.349402123	0.848742771	0.70267538	0.73869723	0.883440775	0.899909139	0.6283575	1.052801382	0.841071551	0.484702142	0.726784158	0.163001471	1.433680806	0.193337484	0.41608319	0.896533679	0.82063011	0.951062414	1.004607699	0.594473519	0.284939291	0.451321822	0.518441339	0.799192127	0.496697616	0.181997386	0.892030755	0.470166023	0.562980007	0.536475368	1.401594298	1.211653627	0.637913987	1.256740624	0.858385513	0.543166218	0.297247436	0.71906134
GLYCAN METABOLISM	O-GLYCAN METABOLISM	"Biosynthesis of core2 (beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCAN METABOLISM	O-GLYCAN METABOLISM	"Biosynthesis of core4 (NAcetyl-beta-D-glucosaminyl-1,6-(Nacetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminyl-R)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCAN METABOLISM	O-GLYCAN METABOLISM	Biosynthesis of Tn-antigen (Glycoprotein N-acetyl-D-galactosamine)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	Keratan sulfate biosynthesis from O-glycan (core 2-linked)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	Keratan sulfate biosynthesis from O-glycan (core 4-linked)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	Keratan sulfate degradation	0	0	-4.56E-32	-1.23E-32	-6.05E-31	-4.83E-28	0	-1.01E-27	-1.46E-30	-1.75E-28	1.10E-29	0	4.69E-31	1.38E-29	0	0	0	0	1.83E-31	1.83E-30	-6.39E-30	0	-2.34E-28	0	2.24E-31	-7.37E-31	8.56E-30	3.89E-31	-1.71E-30	4.70E-30	8.14E-32	-5.35E-30	0	0	0	7.30E-30	4.56E-30	0	2.92E-30	-2.92E-30	-2.37E-26	0	1.00E-27	2.30E-30	1.01E-28	0	1.56E-32	-2.28E-31	-2.55E-29	0	0	2.41E-29	-8.21E-31	-1.73E-30	0	0	0	0	-3.65E-31
GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	Keratan sulfate biosynthesis from N-glycan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
